recipe_id,rank_06c,rank_06a_rescore,yield_score_06c,yield_score_06a,p_robust_valid_06c,p_robust_valid_06a,mean_cd_fixed_06c,mean_cd_fixed_06a,mean_ler_locked_06c,mean_ler_locked_06a,cd_error_penalty_06c,ler_penalty_06c,pitch_nm,line_cd_ratio,dose_mJ_cm2,sigma_nm,DH_nm2_s,time_s,Hmax_mol_dm3,kdep_s_inv,Q0_mol_dm3,kq_s_inv,abs_len_nm,min_dist_to_06a_top100,novelty_distance
D_1513,3,1774,0.999925,-0.5017868237462524,0.99995,0.9071666666666668,15.43796641281254,17.289295157079586,2.543436619164305,2.595553744033332,0.0,0.0,24.0,0.52,57.739948318339884,0.2753005949780345,0.3883114458993077,31.595399980433285,0.21976879190653564,0.6074707061052322,0.009825902944430708,1.1671670558862388,50.0,0.45497380433982276,0.45497380433982276
D_3225,4,363,0.999925,0.5724648721053076,0.99995,0.9360666666666673,15.551066402377828,16.270010127894693,2.5413473010554224,2.5227439956606816,0.0,0.0,24.0,0.52,59.955185344442725,0.19484605081379414,0.4984213786199689,32.54462571814656,0.20058580998331307,0.5513192222453653,0.016071795606985687,1.0864991042762995,50.0,0.3363407299415674,0.3363407299415674
D_29,5,19,0.99985,0.8472249999999996,0.9999333333333333,0.9353999999999995,14.285073715726494,15.365077555290414,2.545528766378613,2.525320629451953,0.0,0.0,24.0,0.52,54.815631047822535,0.03002660907804966,0.3794054176658392,26.620803335681558,0.2037108673620969,0.5268380688503385,0.011666939109563828,1.5449687978252769,50.0,0.32216998937304014,0.32216998937304014
D_1752,7,80,0.998716666666667,0.7724273403520433,0.9994666666666671,0.8924000000000002,15.111848476068513,16.015639326314624,2.5410027018267063,2.5301491582554534,0.0,0.0,24.0,0.52,55.48730645701289,0.06497154291719198,0.500106573291123,30.237314272671938,0.21844692035578192,0.5157025554217398,0.014249971406534313,1.000605819746852,50.0,0.4385387289548518,0.4385387289548518
D_2652,8,1314,0.9983000000000006,-0.09898347445695777,0.9991333333333339,0.9658499999999992,14.970213002865659,17.01366680779029,2.5406278950029484,2.5355539993598284,0.0,0.0,24.0,0.52,50.27633666899055,0.27707752492278814,0.38451036922633647,36.74058944918215,0.18684964636340737,0.5565899247303605,0.017249463759362697,1.26831394713372,50.0,0.36759648129134603,0.36759648129134603
D_2899,10,1508,0.9973250000000007,-0.24623404724989528,0.9989666666666673,0.9262333333333334,14.797952219994832,17.064075713916562,2.539949218553164,2.5213141121672096,0.0,0.0,24.0,0.52,59.393913810141385,0.11198273207992315,0.43516744785010814,35.399154857732356,0.17993396399542688,0.570628852583468,0.015809983648359775,0.7819570177234709,50.0,0.38546173293508473,0.38546173293508473
D_3536,12,287,0.9949750000000009,0.6230583100869789,0.9983166666666676,0.9522166666666665,14.488885565547145,16.243050023246354,2.5387797379870727,2.522280086831567,0.0,0.0,24.0,0.52,58.21643159072846,0.7871274221688509,0.3263567278161645,26.05789413675666,0.20195914573036133,0.5717279964126647,0.014460683595389127,1.3070269306190312,50.0,0.37491116689319576,0.37491116689319576
D_1569,14,9,0.9931166666666686,0.8669583333333342,0.996250000000002,0.9411166666666675,14.340834586944457,15.375707980588022,2.539623646492602,2.5266614979893247,0.0,0.0,24.0,0.52,51.12789114564657,0.5926171643659472,0.4610137247480452,31.19447445962578,0.17164000878110527,0.5062200882472098,0.007242759279906749,1.1027166899293661,50.0,0.3537753871348123,0.3537753871348123
D_884,17,1973,0.992000000000001,-0.7055675672511679,0.9966833333333344,0.9523166666666658,15.21097432622268,17.5712009005845,2.5441041811142986,2.603370177665916,0.0,0.0,24.0,0.52,49.98298026714474,0.30746882781386375,0.3140278860926628,37.334829131141305,0.18873959445394575,0.6001736952923238,0.013619013978168368,1.7669601729139686,50.0,0.4090060529046881,0.4090060529046881
D_2413,18,1626,0.9917750000000014,-0.35125643309365895,0.9959000000000015,0.945399999999999,15.256715039913662,17.23368976642699,2.540501519365152,2.6391912315415733,0.0,0.0,24.0,0.52,53.20566984079778,0.062324951402843,0.4875574421137571,37.67743683885783,0.18601450157351793,0.6202331117354334,0.021732126418501137,1.4818818350322545,50.0,0.4092100862064832,0.4092100862064832
D_703,19,53,0.9916416666666683,0.7939416666666667,0.9964500000000016,0.9008666666666667,14.303354096242265,15.399295202545797,2.5468628551823214,2.53234308996265,0.0,0.0,24.0,0.52,49.1897296635434,0.027078422717750072,0.4404925496317446,28.278675749897957,0.18317157929763198,0.49873573407530786,0.007117841932922602,0.7702709515579045,50.0,0.3851077503511566,0.3851077503511566
D_3715,20,43,0.9885083333333342,0.8130738186981297,0.9960500000000009,0.9644166666666669,14.743130284889046,16.10365118130187,2.5356321358958724,2.513237133974579,0.0,0.0,24.0,0.52,50.664049490354955,0.9182706819847226,0.3454134764149785,28.259433321654797,0.1929865100700408,0.55074652004987,0.019301321106031537,0.6340487375855446,50.0,0.3350653025951009,0.3350653025951009
D_1214,21,1480,0.988200000000002,-0.22486785945039567,0.9940333333333353,0.9288666666666664,14.540658117513797,17.055892859450395,2.5424692244872973,2.568100377985045,0.0,0.0,24.0,0.52,49.87775951810181,0.036023964174091816,0.3772514222189784,36.83091053273529,0.17410944811068474,0.5784630939364434,0.01452896224334836,1.3216914250515401,50.0,0.4187209087944059,0.4187209087944059
D_4521,23,206,0.9874666666666669,0.6764558920405137,0.9947166666666669,0.9389333333333333,14.6571396253104,16.184135774626153,2.5415312681646416,2.5269421004191788,0.0,0.0,24.0,0.52,47.09068795200437,0.4495633263140917,0.3915287984535098,27.450293889269233,0.21024967096745967,0.5471646559424699,0.015594903202727436,0.6069082287140191,50.0,0.3256391067725294,0.3256391067725294
D_333,25,1181,0.9868416666666683,0.002407466752213483,0.9926333333333349,0.9505666666666671,15.446066695137542,16.868542533247787,2.5402296981863093,2.576971531569512,0.0,0.0,24.0,0.52,54.0354684535414,0.5905027147382498,0.3256222439929843,39.53690014779568,0.19474596517160536,0.48823243295773866,0.018135907435789703,1.695853357668966,50.0,0.40111314851113383,0.40111314851113383
D_3572,26,2886,0.9864250000000023,-1.9319561138280879,0.9937666666666689,0.9390500000000004,15.945978791539744,18.76303944716142,2.540646721218205,2.656266266020714,0.0,0.0,24.0,0.52,56.064394005574286,0.19992093835026026,0.4769609237089753,38.97149854339659,0.1819961553160101,0.6212070397101344,0.012355507649481297,1.13753590779379,50.0,0.538521726282113,0.538521726282113
D_491,27,285,0.986241666666668,0.6242093826892169,0.9951333333333346,0.9471500000000006,14.885620335489147,16.241790617310784,2.5380824285281536,2.5396769098726097,0.0,0.0,24.0,0.52,51.231903112493455,0.512689171358943,0.5242713659070433,30.886637214571238,0.19228571258485316,0.5219774814322591,0.005860399017110466,0.7979915202595294,50.0,0.34587704127695096,0.34587704127695096
D_366,28,582,0.9859833333333344,0.41346459275159,0.9928166666666678,0.9501166666666669,14.879436728061624,16.465327073915077,2.5360221016829763,2.556206410458587,0.0,0.0,24.0,0.52,40.992868300527334,0.805999799631536,0.5304208874702454,29.901939099654555,0.19604837901890276,0.600763563066721,0.01050570166669786,1.50054416898638,50.0,0.3134959120734397,0.3134959120734397
D_2118,29,26,0.9856000000000003,0.8369333333333329,0.993266666666667,0.9324666666666662,15.444991185354738,15.963532170717453,2.5348921989076634,2.523789548850711,0.0,0.0,24.0,0.52,59.57106167636812,0.8598314635455608,0.47495640181005,32.45539686642587,0.19458033657632767,0.5571890600956977,0.022340343743562696,1.917053465731442,50.0,0.3389145264661559,0.3389145264661559
D_3980,30,24,0.984716666666668,0.8391416666666663,0.994016666666668,0.9330666666666663,14.719519821708822,15.653416647456838,2.53557984361136,2.5239923194708633,0.0,0.0,24.0,0.52,59.78934307862073,0.9426943408325315,0.5366959126666189,29.6008739201352,0.18241894849576057,0.5460093500092625,0.02079301712103188,1.4718873570673168,50.0,0.4020350643708828,0.4020350643708828
D_310,31,1603,0.983683333333334,-0.33061589100194577,0.9939333333333341,0.94505,15.776067856043483,17.186290891001946,2.536762868727428,2.5351139237934395,0.0,0.0,24.0,0.52,58.12526217196137,0.9199784779921174,0.33359766118228434,33.404580554924905,0.2125670304801315,0.575817883759737,0.01176241898909211,1.836588649544865,50.0,0.32101461721846275,0.32101461721846275
D_1178,33,3,0.9830166666666676,0.8969500000000004,0.9927666666666678,0.9554000000000002,14.383271085098022,15.70302519885979,2.5314779583753917,2.5254473095620553,0.0,0.0,24.0,0.52,47.8019116781652,0.9517217706888914,0.519553048722446,27.820883416570723,0.19024431952275336,0.5289291435852647,0.012415402382612227,1.1169261350296438,50.0,0.30651425779474195,0.30651425779474195
D_3751,35,830,0.9825333333333354,0.2578913502117349,0.992150000000002,0.9554833333333344,14.96684485194411,16.634183649788266,2.5410000351717317,2.635946303795561,0.0,0.0,24.0,0.52,52.81576875317842,0.3339709024876356,0.42625363934785127,36.491450695320964,0.17357026192359626,0.6325252227485181,0.02141543942503631,1.9272492602467537,50.0,0.4221588018922067,0.4221588018922067
D_4800,36,2516,0.9823250000000017,-1.3883468550693898,0.9904833333333349,0.9500666666666653,15.731096152472055,18.24864685506939,2.5403630748395685,2.646089199131646,0.0,0.0,24.0,0.52,51.5475283479318,0.7375457771122456,0.30260659027844666,38.55630963109434,0.19090433161705733,0.626136139407754,0.017187402416020632,1.2050436553545296,50.0,0.403237289703435,0.403237289703435
D_547,39,54,0.9811083333333341,0.7926999999999997,0.9914333333333342,0.914883333333333,14.031544645648514,15.997387810161836,2.547789276021788,2.56972453490844,0.0,0.0,24.0,0.52,57.95948317833245,0.16773574613034725,0.3265273507684469,30.488764941692352,0.16165674379095435,0.5893306641839444,0.010790954288095235,0.7217996949329972,50.0,0.4768095821706119,0.4768095821706119
D_2680,40,122,0.9801666666666685,0.7292076412073031,0.9929000000000019,0.9377833333333337,14.399900206863698,16.121934025459364,2.534294902554116,2.590802492859011,0.0,0.0,24.0,0.52,53.037449528463185,0.8144761249423027,0.5434143777936697,28.508565556257963,0.17126579411327839,0.6242985233664513,0.0151432148180902,1.099623474292457,50.0,0.363152971824183,0.363152971824183
D_4008,41,1901,0.9795500000000021,-0.6347584727799858,0.9931666666666689,0.9430500000000009,15.84923217364213,17.49759180611332,2.541510695322657,2.6536047294966205,0.0,0.0,24.0,0.52,57.10445555951446,0.027334509417414665,0.39146149922162293,35.44070199597627,0.20182667962275447,0.646602425724268,0.019148177755996584,0.8789307842962444,50.0,0.44224383960175095,0.44224383960175095
D_4836,42,15,0.9790916666666682,0.8611916666666671,0.990683333333335,0.9426333333333338,14.215047016748294,15.511500170319069,2.53144722234807,2.513709948127992,0.0,0.0,24.0,0.52,54.34673005063087,1.274950417689979,0.46932370979338883,26.47297240793705,0.1758589035831392,0.5585660075768828,0.015073543936014174,1.4207922336645424,50.0,0.3062195773848139,0.3062195773848139
D_3372,43,1815,0.9790000000000005,-0.5550586522268349,0.9923166666666673,0.9408000000000004,15.213307301047648,17.390308652226835,2.5373848768343406,2.623486180557119,0.0,0.0,24.0,0.52,57.898932670243084,0.5469867205247283,0.5595840287394822,32.76844230014831,0.19267110334709286,0.6079203153029085,0.007882957784458994,1.4029643880203366,50.0,0.42049028254560145,0.42049028254560145
D_1485,44,102,0.9783666666666695,0.7500236593133462,0.9917500000000028,0.9289166666666668,14.581296723805599,16.078526340686654,2.535260892543146,2.5376725573238503,0.0,0.0,24.0,0.52,55.626294071786106,0.8127282746136189,0.5398917125537992,33.568270090036094,0.16425465142354367,0.5022635200992227,0.007714176038280129,1.3710595550946891,50.0,0.31374368415994436,0.31374368415994436
D_785,45,957,0.9782666666666682,0.160932990732511,0.9913000000000015,0.9331500000000001,14.739859035566846,16.666583675934156,2.5380530888548405,2.5367197889236706,0.0,0.0,24.0,0.52,53.00051589310169,0.3893648022785783,0.5369446223601699,34.486201643012464,0.1793073286116123,0.4806756652891636,0.009466865826398134,1.8151151635684073,50.0,0.36089963448070295,0.36089963448070295
D_2935,46,228,0.9770000000000001,0.6627476571932139,0.9906666666666668,0.9570499999999992,15.213021870199206,16.220394009473452,2.537364903601903,2.5850256619171987,0.0,0.0,24.0,0.52,57.318382694385946,1.0741920992732048,0.33674759529531,29.55933218356222,0.19552639950066805,0.6196695625782014,0.017447983156889675,1.7505008154548705,50.0,0.31507194589700255,0.31507194589700255
D_1928,48,2265,0.9754344645430281,-1.0773673552736605,0.9926166666666686,0.9368166666666673,16.006640535456974,17.898834021940328,2.542652168354653,2.5717238694702815,0.006640535456973851,0.0,24.0,0.52,56.230577948503196,0.625813233666122,0.4324297785758972,42.17646758072078,0.19309218730777503,0.4794455327093601,0.015097572170197963,0.7530301311053336,50.0,0.44254435347939586,0.44254435347939586
D_1788,49,1046,0.9750166666666684,0.10234816460322083,0.9902666666666684,0.9439666666666665,14.609011502600255,16.756385168730112,2.5382332410206825,2.5885238920223537,0.0,0.0,24.0,0.52,57.562863724306226,1.0275439471006393,0.3968046234920621,34.51120902784169,0.16349231318570673,0.6022342598997057,0.012606506226584316,1.5318472664803267,50.0,0.38542493739397243,0.38542493739397243
D_1901,50,921,0.9736083333333346,0.19031967467960853,0.9889833333333345,0.9397333333333339,15.900206889436756,16.65864699198706,2.5399734259727227,2.6677663790291195,0.0,0.0,24.0,0.52,57.54419148992747,0.6975492853671312,0.5637562868185342,30.363695141859353,0.21087823298759759,0.6438250737264752,0.021090208729729054,1.5044330591335893,50.0,0.3067332035503575,0.3067332035503575
D_2243,51,44,0.9723333333333333,0.8102701144622496,0.9847499999999999,0.92605,14.689501398601603,16.027563218871084,2.5433676515996093,2.6512652861018835,0.0,0.0,24.0,0.52,49.08900592569262,0.44713321421295404,0.48501219106838106,31.48259500041604,0.18986604831181467,0.6405519581399859,0.0249641621299088,1.119651893619448,50.0,0.32183858522129705,0.32183858522129705
D_4760,52,154,0.9720166666666683,0.7103789678352688,0.988933333333335,0.9592333333333329,15.08324324816207,16.191562698831397,2.5393932704859092,2.660367718707844,0.0,0.0,24.0,0.52,49.03716845624149,0.6171355079859495,0.49848379027098416,28.020919538103044,0.20937122526578605,0.6487381044775248,0.020545862903818487,0.8196520945057273,50.0,0.45469113768314373,0.45469113768314373
